! I stole/borrowed this list from Greg Thompson below at the UCAR RAP site. Thus all credit for making this very long
! list goes to him. I just deleted some headers and rearranged some stuff to improve searchability.
!
! Edited for use in ClimoBuilder by: Warren Pettee
!
! Original Content:
!
! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,,
NT,FORTSMITHAIRPO,CYSM,YSM,71934,6002N,11158W,203,X,,T,X,,,5,CA
NT,FORTSMITH,CZSM,,71362,6002N,11156W,203,X,,,,,,8,CA
NT,GATESHEADISLAND,CNGH,,71141,7038N,10016W,20,X,,,,,,8,CA
NT,HAYRIVERAIRPOR,CYHY,YHY,71935,6049N,11546W,166,X,,T,,,,6,CA
NT,HAYRIVER,CZHY,,71361,6050N,11547W,164,X,,,,,,8,CA
NT,HANBURYRIVER,CWQY,,71963,6336N,10508W,318,X,,,,,,8,CA
NT,HOLMANISLANDAR,CYHI,YHI,,7046N,11747W,36,X,,T,,,,6,CA
NT,HOLMANCS,CXHI,,71029,7046N,11748W,30,X,,,,,,8,CA
NT,INDIANRIVER,CWIE,WIE,71161,6423N,11501W,478,X,,,,,,7,CA
NT,INUVIKAIRPORT,CYEV,YEV,71957,6819N,13330W,68,X,,T,X,,,5,CA
NT,INUVIK,CZEV,,71364,6819N,13331W,103,X,,,,,,8,CA
NT,JEANMARIER,CXJM,,71159,6121N,12047W,227,X,,,,,,8,CA
NT,KEATSPOINT,CWKP,,71058,6940N,12140W,330,X,,,,,,8,CA
NT,LACLAMARTRE,CWMT,,71163,6308N,11715W,271,X,,,,,,8,CA
NT,LINDBERGLANDING,CXLL,,71682,6107N,12251W,183,X,,,,,,7,CA
NT,LIVERPOOLBAY,CWLI,WLI,71960,6935N,13054W,102,X,,,,,,7,CA
NT,LOWERCARPLAKE,CXLC,XLC,71680,6336N,11351W,373,X,,,,,,7,CA
NT,LUTSELKEARPT(,CYLK,YLK,,6225N,11040W,179,X,,T,,,,7,CA
NT,LUTSELKECS,CXLU,,71529,6225N,11040W,179,X,,,,,,7,CA
NT,MOULDBAY,CYMD,YMD,71072,7613N,11919W,12,X,,,Z,,,7,CA
NT,MOULDBAYCAMP,CWMD,WMD,,7613N,11919W,12,X,,,,,,7,CA
NT,NORMANWELLSARP,CYVQ,YVQ,71043,6516N,12647W,74,X,,T,X,,,5,CA
NT,PAULATUKAIRPORT,CYPC,YPC,,6922N,12404W,6,X,,T,,,,6,CA
NT,PELLYISLAND,CWND,,71502,6938N,13526W,12,X,,,,,,8,CA
NT,QAVVIKLAKE,CXQA,,71583,6815N,12206W,530,X,,,,,,7,CA
NT,RAELAKES,CYRA,YRA,,6407N,11719W,213,X,,T,,,,7,CA
NT,RAELAKES,CWYH,,71165,6407N,11722W,220,X,,,,,,7,CA
NT,ROBERTSONLAKE,CWTD,,71490,6506N,10226W,244,X,,,,,,8,CA
NT,SACHSHARBOUR(M,CYSY,YSY,71051,7200N,12516W,86,X,,T,,,,6,CA
NT,TRAILVALLEY,CXTV,XTV,71683,6845N,13330W,85,X,,,,,,7,CA
NT,TUKTOYAKTUK,CYUB,YUB,71954,6927N,13301W,5,X,,T,Z,,,6,CA
NT,TUKTUTNOGAITNP,CXTN,XTN,71492,6912N,12221W,552,X,,,,,,7,CA
NT,WEKWEETI,CYWE,,,6411N,11405W,371,X,,T,,,,7,CA
NT,WRIGLEYAIRPORT,CYWY,YWY,,6313N,12325W,150,X,,,,,,7,CA
NT,YELLOWKNIFEAIRP,CYZF,YZF,71936,6228N,11427W,206,X,,T,,,,6,CA
NT,YOHIN,CXYH,,71020,6115N,12345W,204,X,,,,,,8,CA
NT,CANADA/ARTCC,CZVE,ZVE,,7010N,12441W,1,,,A,,,,8,CA
NU,ALERT,CWLT,WLT,71082,8230N,06219W,63,X,,,X,,,5,CA
NU,ALERTAIRPORT,CYLT,YLT,,8231N,06216W,31,X,,T,,,,6,CA
NU,ALERT,CZLT,,71355,8230N,06220W,65,X,,,,,,8,CA
NU,ARCTICBAYCS,CXAT,XAT,71592,7300N,08502W,19,X,,,,,,8,CA
NU,ARCTICBAY,CYAB,,,7300N,08503W,22,X,,T,,,,8,CA
NU,ARVIATAIRPORT,CYEK,YEK,,6106N,09404W,10,X,,T,,,,6,CA
NU,ARVIATCLIMATE,CXAR,,71332,6106N,09404W,10,X,,,,,,8,CA
NU,BAKERLAKEAIRPO,CYBK,YBK,71926,6417N,09604W,18,X,,T,X,,,5,CA
NU,BAKERLAKE,CXBL,,71356,6419N,09600W,51,X,,,,,,8,CA
NU,BREVOORTISLAND,CWOB,WOB,71097,6319N,06409W,367,X,,,,,,7,CA
NU,QIKIQTARJUAQ,CYVM,,71338,6732N,06401W,6,X,,T,,,,6,CA
NU,BROUGHTONISLAND,CWVD,WVD,,6731N,06346W,573,X,,,,,,8,CA
NU,BROWNRIVER,CWBR,,71049,6602N,09150W,31,X,,,,,,8,CA
NU,CAMBRIDGEBAYAR,CYCB,YCB,71925,6905N,10507W,27,X,,T,X,,,5,CA
NU,CAMBRIDGEBAY,CXCM,,71288,6906N,10508W,19,X,,,,,,8,CA
NU,CAPEDORSETAIRP,CYTE,YTE,71910,6413N,07631W,47,X,,T,,,,6,CA
NU,CAPEDYERAIRPOR,CWFD,WFD,71094,6634N,06135W,393,X,,,,,,7,CA
NU,CAPEHOOPER,CWUP,WUP,71093,6828N,06649W,390,X,,,,,,7,CA
NU,CAPEMERCY,CWYM,WYM,71975,6457N,06334W,583,X,,,,,,7,CA
NU,CAPEPEELWEST,CWPX,WPX,71064,6901N,10749W,165,X,,,,,,7,CA
NU,CHESTERFIELDINL,CYCS,YCS,,6321N,09043W,11,X,,,,,,7,CA
NU,COPPERMINEAIRPO,CYCO,YCO,71938,6749N,11509W,22,X,,T,,,,6,CA
NU,CORALHARBOURAR,CYZS,YZS,71915,6412N,08322W,64,X,,T,X,,,5,CA
NU,CROKERRIVER,CWXR,WXR,71059,6916N,11913W,69,X,,,,,,7,CA
NU,CYLDEAIRPORT,CYCY,YCY,71090,7028N,06831W,26,X,,T,,,,6,CA
NU,DEWARLAKES,CWUW,WUW,71092,6839N,07110W,527,X,,,,,,7,CA
NU,ENNADAILAKE(MA,CWJC,WJC,71923,6108N,10054W,357,X,,,,,,7,CA
NU,EUREKA,CWEU,,71917,8000N,08555W,10,X,,,X,,,5,CA
NU,EUREKA,CYEU,,,8000N,08549W,78,X,,T,,,,6,CA
NU,FROBISHER/IQALUI,CYFB,YFB,71909,6345N,06833W,34,X,,T,X,,,5,CA
NU,IQALUIT(CYFB),,,71321,6345N,06833W,34,X,,,,,,8,CA
NU,GJOAHAVENAIRPO,CYHK,YHK,,6837N,09550W,46,X,,T,,,,6,CA
NU,GJOAHAVEN,CZHK,,71363,6838N,09551W,42,X,,,,,,8,CA
NU,GRISEFIORDAIR,CWGZ,WGZ,,7625N,08254W,45,X,,,,,,7,CA
NU,HALLBEACHAIRPO,CYUX,,71081,6846N,08115W,8,X,,T,X,,,5,CA
NU,HALLBEACH,CXUX,,71320,6847N,08115W,8,X,,,,,,8,CA
NU,HATISLAND,CWIL,WIL,71084,6819N,10004W,36,X,,,,,,7,CA
NU,IGLOOLIKAIRPORT,CYGT,YGT,,6922N,08149W,51,X,,T,,,,7,CA
NU,ISACHSEN(MAPS),CWIC,WIC,71074,7847N,10333W,58,X,,,,,,7,CA
NU,LADYFRANKLINPO,CYUJ,YUJ,71937,6830N,11313W,16,X,,,,,,7,CA
NU,LAKEHARBOURARP,CYLC,YLC,,6251N,06952W,53,X,,,,,,7,CA
NU,LONGSTAFFBLUFF,CWLX,WLX,71091,6854N,07509W,162,X,,,,,,7,CA
NU,LUPINARPT(SAWR,CYWO,YWO,71496,6546N,11115W,494,X,,T,,,,6,CA
NU,LUPIN(MAPS),CWIJ,WIJ,,6546N,11114W,500,X,,,,,,8,CA
NU,NANISIVIKAIRPOR,CYSR,YSR,,7258N,08437W,649,X,,T,,,,6,CA
NU,PANGNIRTUNGAIRP,CYXP,YXP,,6609N,06543W,23,X,,T,,,,7,CA
NU,PELLYBAY1,CWRF,WRF,71918,6925N,08943W,325,X,,,,,,7,CA
NU,PELLYBAYAIRPOR,CYBB,YBB,,6831N,08949W,15,X,,T,,,,6,CA
NU,PONDINLETAIRPO,CYIO,YIO,71095,7240N,07758W,57,X,,T,,,,6,CA
NU,RAEPOINT,CZRP,,71983,7522N,10543W,12,X,,,,,,8,CA
NU,RANKININLETARP,CYRT,YRT,71083,6249N,09207W,32,X,,T,,,,6,CA
NU,REPULSEBAYAIRP,CYUT,YUT,,6631N,08615W,24,X,,T,,,,6,CA
NU,RESOLUTEAIRPORT,CYRB,YRB,71924,7443N,09458W,67,X,,T,X,,,5,CA
NU,RESOLUTECS,CXRB,,71018,7443N,09459W,30,X,,,,,,8,CA
NU,RESOLUTIONIS,CWRH,WRH,71972,6134N,06439W,369,X,,,,,,7,CA
NU,ROWLEYISLAND,CWRX,WRX,71088,6904N,07901W,41,X,,,,,,7,CA
NU,SANIKILUAQAIRPO,CYSK,YSK,,5632N,07915W,26,X,,,,,,7,CA
NU,SHEPHERDBAYARP,CYUS,YUS,71911,6849N,09325W,42,X,,,,,,7,CA
NU,SPENCEBAYAIRPO,CYYH,YYH,,6932N,09334W,28,X,,T,,,,6,CA
NU,STEFANSSONIS,CXSE,,71017,7346N,10517W,11,X,,,,,,8,CA
NU,WAGERBAY,CXWB,,,6553N,08927W,18,X,,,,,,8,CA
NU,WHALECOVEAIRPO,CYXN,YXN,,6213N,09235W,20,X,,,,,,7,CA
NU,IQALUITCLIMATE,CXFB,,,6345N,06833W,34,Z,,,,,,8,CA
ON,ATIKOKAN(AUT),CWCH,WCH,71747,4845N,09137W,424,X,,,,,,7,CA
ON,ATIKOKAN,,WIB,71748,4845N,09136W,393,,,,,,,7,CA
ON,BANCROFTAUTOB,CWRK,WRK,,4504N,07752W,331,X,,,,,,7,CA
ON,BARRIE(MARS),CWCU,WCU,71436,4422N,07946W,295,X,,,,,,7,CA
ON,BARRIE-ORO,CXBI,,71314,4429N,07933W,289,X,,,,,,8,CA
ON,BEAUSOLEILISLA,CWPB,WPB,71272,4451N,07952W,183,X,,,,,,7,CA
ON,BELLERIVERAUT0,CWDD,WDD,71273,4217N,08242W,184,X,,,,,,7,CA
ON,BIGTROUTLAKE,CWTL,WTL,,5349N,08953W,222,,,,Z,,,8,CA
ON,BIGTROUTLAKE,CYTL,YTL,71848,5349N,08953W,224,X,,T,,,,6,CA
ON,BORDEN,CYBN,YBN,71534,4416N,07955W,223,X,,T,,,,6,CA
ON,BRITT(MARS),CWBI,WBI,71632,4548N,08032W,190,X,,,,,,7,CA
ON,BURLINGTONPIERS,CWWB,WWB,71437,4318N,07947W,76,X,,,,,,7,CA
ON,CAMERONFALLS,CXCA,XCA,71291,4909N,08821W,228,X,,,,,,7,CA
ON,CARIBOUISL(MAP,CWCI,WCI,71433,4719N,08549W,187,X,,,,,,7,CA
ON,CHAPLEAUARPT(SA,CYLD,YLD,,4749N,08320W,447,X,,T,,,,6,CA
ON,COBOURG(MARS),CWNC,,71431,4357N,07810W,78,X,,,,,,7,CA
ON,COLLINGWOOD(AUT,CWCO,WCO,71270,4427N,08010W,221,X,,,,,,7,CA
ON,COVEISLAND(MAP,CWWX,WWX,71439,4519N,08144W,181,X,,,,,,7,CA
ON,CYPRUSLAKECS,CXCY,XCY,,4514N,08132W,190,X,,,,,,8,CA
ON,DELHICS(AUT),CXDI,XDI,71573,4252N,08033W,232,X,,,,,,7,CA
ON,DRYDENAIRPORT,CYHD,YHD,,4949N,09245W,413,X,,T,,,,6,CA
ON,DRYDEN,CXDR,,,4951N,09248W,413,X,,,,,,8,CA
ON,EARFALLS(AUT),CXEA,XEA,71295,5038N,09313W,355,X,,,,,,7,CA
ON,EARLTONAIRPORT,CYXR,YXR,71735,4742N,07950W,243,X,,T,,,,6,CA
ON,EARLTON,CZXR,,71533,4742N,07950W,243,X,,,,,,8,CA
ON,EGBERTCS,CXET,XET,71296,4414N,07947W,251,X,,,,,,7,CA
ON,EGBERT(MAPS),CWET,,71561,4414N,07947W,251,X,,,,,,7,CA
ON,ELLIOTLAKE(SAW,CYEL,YEL,,4621N,08234W,329,X,,T,,,,6,CA
ON,ELORARCS,CZEL,,71352,4339N,08025W,376,X,,,,,,8,CA
ON,ERIEAU(MAPS),CWAJ,WAJ,71465,4215N,08154W,178,X,,,,,,7,CA
ON,EXETERRADAR,CWSO,,,4322N,08123W,1,,X,,,,,8,CA
ON,FTSEVERN,CYER,,71099,5601N,08741W,16,X,,,,,,8,CA
ON,FRANKTOWN,CXFT,,,4502N,07606W,122,X,,,,,,8,CA
ON,GERALDTONAIRPOR,CYGQ,YGQ,71834,4946N,08655W,351,X,,T,,,,6,CA
ON,GODERICH(AUTOB),CWGD,WGD,71261,4346N,08143W,214,X,,,,,,7,CA
ON,GOREBAYAIRPORT,CYZE,YZE,71733,4552N,08234W,193,X,,T,,,,6,CA
ON,GREATDUCKISLAN,CWNL,WNL,71462,4537N,08258W,183,X,,,,,,7,CA
ON,GRENADIERISLAND,CWGH,WGH,71281,4425N,07551W,82,X,,,,,,7,CA
ON,HAMILTONAIRPORT,CYHM,YHM,71263,4310N,07956W,238,X,,T,,,,6,CA
ON,HAMILTONRBGCS,CXHM,XHM,71297,4317N,07954W,107,X,,,,A,,7,CA
ON,HARROWCDA,CXHA,XHA,71298,4202N,08254W,191,X,,,,,,8,CA
ON,KAPUSKASINGAIRP,CYYU,YYU,71831,4925N,08228W,227,X,,T,,,,6,CA
ON,KAPUSKASINGCDA,CXKA,XKA,71299,4924N,08227W,218,X,,,,,,8,CA
ON,KATATOTAISLAND,CWKK,,,4943N,08820W,260,X,,,,,,8,CA
ON,KEMPTVILLE,CXKE,XKE,71300,4500N,07538W,99,X,,,,,,8,CA
ON,KENORAAIRPORT,CYQK,YQK,71850,4946N,09422W,411,X,,T,,,,6,CA
ON,KILLARNEY(MAPS),CWBE,WBE,71460,4559N,08129W,196,X,,,,,,7,CA
ON,KINGSTONARPT(M,CYGK,YGK,71620,4413N,07635W,93,X,,T,,,,6,CA
ON,KIRKLANDLAKE,CXKI,,71301,4813N,08000W,324,X,,,,,,8,CA
ON,LADRIENNERADAR,CXLA,,,4833N,07748W,1,,X,,,,,8,CA
ON,LAGOONCITY,CWGL,WGL,71282,4431N,07913W,221,X,,,,,,7,CA
ON,LANSDOWNEHOUSE,CWLF,WLF,71846,5213N,08752W,242,X,,,,,,7,CA
ON,LANSDOWNEHOUSE,CYLF,,,5214N,08753W,242,X,,,,,,7,CA
ON,LANSDOWNE71697,CYLH,,,5212N,08756W,254,Z,,,,,,7,CA
ON,OSHAWA,,,71697,4355N,07853W,140,X,,,,,,7,CA
ON,LONDONCS,CWSN,,71622,4302N,08109W,278,X,,T,,,,6,CA
ON,LONDONAIRPORT,CYXU,YXU,71623,4301N,08109W,278,X,,T,,,,6,CA
ON,LONGPOINT(MAPS,CWPS,WPS,71464,4234N,08002W,175,X,,,,,,7,CA
ON,MARATHON,CYSP,,,4845N,08621W,315,X,,T,,,,8,CA
ON,MONTREALRIVHAR,CWGJ,,,4714N,08435W,559,,X,,,,,8,CA
ON,MONTREALRIV,CZGJ,,,4715N,08436W,520,X,,,,,,8,CA
ON,MOOSONEE(SAWR),CYMO,YMO,71836,5117N,08037W,10,X,,T,X,,,5,CA
ON,MOOSONEE,CWZC,,,5117N,08036W,11,X,,,,,,8,CA
ON,MOOSONEERCS,CXZC,,71309,5118N,08037W,9,X,,,,,,8,CA
ON,MOUNTFOREST(MAR,CWLS,WLS,71631,4358N,08045W,415,X,,,,,,7,CA
ON,MUSKOKAAIRPORT,CYQA,YQA,71630,4458N,07917W,282,X,,T,,,,6,CA
ON,MUSKRATDAM,CZMD,,,5326N,09146W,278,X,,,,,,8,CA
ON,NAGAGAMI(MARS),CWNZ,WNZ,71832,4945N,08410W,256,X,,,,,,7,CA
ON,NORTHBAYAIRPOR,CYYB,YYB,71731,4621N,07925W,371,X,,T,,,,6,CA
ON,NORTHEASTONT,CXTI,,,4917N,08147W,1,X,,,,,,8,CA
ON,OLIPHANT(AUTOB),CWDF,WDF,71283,4443N,08116W,182,X,,,,,,7,CA
ON,OSHAWA,CYOO,,,4355N,07854W,139,X,,,,,,8,CA
ON,OTTAWAINTL,CYOW,YOW,71628,4519N,07540W,114,X,,U,,,,2,CA
ON,OTTAWACDARCS,CXOA,,71063,4523N,07543W,79,X,,,,,,8,CA
ON,NONTARIOPORTAB,CXQT,XQT,,4826N,08913W,183,X,,,,,,8,CA
ON,PARRYSOUND,CXPC,,71172,4521N,08003W,176,X,,,,,,8,CA
ON,PETAWAWA,CYWA,YWA,71625,4557N,07719W,130,X,,T,Z,,,6,CA
ON,PETERBOROUGHARP,CYPQ,YPQ,,4413N,07822W,191,X,,T,,,,6,CA
ON,PICKLELAKE,CYPL,YPL,71845,5128N,09012W,373,X,,T,X,,,5,CA
ON,POINTPETRE(MAR,CWQP,WQP,71430,4350N,07709W,79,X,,,,,,7,CA
ON,PORTCOLBORNE(AU,CWPC,WPC,71463,4252N,07915W,184,X,,,,,,7,CA
ON,PORTWELLER(MAR,CWWZ,WWZ,71432,4315N,07913W,79,X,,,,,,7,CA
ON,PUKASKWAPARK,CWCJ,WCJ,,4836N,08617W,206,X,,,,,,7,CA
ON,RAWSONLAKE,CYTA,,,4940N,09344W,435,X,,,,,,6,CA
ON,RAWSONLAKE,CTRA,,,4940N,09344W,435,X,,,,,,7,CA
ON,REDLAKEAIRPORT,CYRL,YRL,71854,5104N,09347W,383,X,,T,,,,6,CA
ON,RIDGETOWNRCS,CXRG,,71307,4227N,08153W,205,X,,,,,,8,CA
ON,ROQUEMAURE,CWGQ,WGQ,71736,4837N,07927W,269,X,,,,,,7,CA
ON,S.E.SHOAL(MAPS,CWNB,WNB,71466,4149N,08228W,195,X,,,,,,7,CA
ON,SANDYLAKE,CZSJ,,71098,5304N,09321W,290,X,,,,,,8,CA
ON,SARNIAAIRPORT,CYZR,YZR,71634,4300N,08218W,181,X,,T,,,,6,CA
ON,SAULTSTEMARIE,CYAM,YAM,71260,4628N,08431W,192,X,,T,,,,6,CA
ON,SIOUXLOOKOUTAR,CYXL,YXL,71842,5007N,09154W,390,X,,T,,,,6,CA
ON,ST.CATHARINESA,CYSN,YSN,,4312N,07910W,98,X,,T,,,,6,CA
QC,STERLING,CYQC,,,4619N,07738W,139,X,,,,,,6,CA
ON,SUDBURYAIRPORT,CYSB,YSB,71730,4638N,08048W,348,X,,T,,,,6,CA
ON,SUPERIORWRADAR,CXNI,,,4851N,08907W,1,,X,,,,,8,CA
ON,TERRACEBAY(SAW,CYTJ,YTJ,,4849N,08705W,287,X,,T,,,,6,CA
ON,THUNDERBAY,CYQT,YQT,71749,4822N,08919W,199,X,,U,,,,0,CA
ON,THUNDERBAY,CZTB,,,4822N,08919W,199,X,,,,,,8,CA
ON,TIMMINSAIRPORT,CYTS,YTS,71739,4834N,08122W,295,X,,T,,,,6,CA
ON,TORONTOBUTTONVI,CYKZ,YKZ,71639,4352N,07922W,198,X,,T,,,,6,CA
ON,TORONTOILVOR,CYTZ,YTZ,71265,4338N,07924W,77,X,,T,,,,6,CA
ON,TORONTO/PEARSON,CYYZ,YYZ,71624,4340N,07937W,173,X,,U,,,,3,CA
ON,TORONTOCITY,CXTO,,71508,4340N,07924W,113,X,,,,,,8,CA
ON,TRENTON(CANMIL,CYTR,YTR,71621,4407N,07731W,86,X,,T,,,,6,CA
ON,TROWBRIDGE(MAPS,CWAB,WAB,71461,4817N,08852W,218,X,,,,,,7,CA
ON,UPPERRIDEAULAK,CWJM,WJM,71290,4442N,07617W,125,X,,,,,,7,CA
ON,UPSALA(MARS),CWDV,WDV,71435,4901N,09028W,489,X,,,,,,7,CA
ON,UPSALA(RADAR),CWIM,,,4902N,09025W,538,,X,,,,,8,CA
ON,VINELAND(AU8),CXVN,XVN,71171,4311N,07924W,79,X,,,,A,,7,CA
ON,WATERLOOWELL,CYKF,YKF,71368,4328N,08023W,317,X,,T,,,,6,CA
ON,WAWAAIRPORT,CYXZ,YXZ,71738,4758N,08446W,287,X,,T,,,,6,CA
ON,WELCOMEISLAND,CWEC,,71751,4822N,08907W,209,X,,,,,,8,CA
ON,WESTERNISL(MAP,CWMZ,WMZ,71438,4501N,08022W,191,X,,,,,,7,CA
ON,WIARTONAIR,CYVV,YVV,71633,4445N,08105W,222,X,,U,,,,6,CA
ON,WINDSORAIRPORT,CYQG,YQG,71538,4216N,08258W,190,X,,T,,,,6,CA
ON,SIMCOE(MARS),CWSI,WSI,71527,4251N,08016W,241,Z,,,,,,8,CA
ON,KENORA/ONTVOR,CVBI,VBI,,4928N,09402W,394,,,Z,,,,8,CA
ON,PICKLELAKE,CWPL,WPL,,5128N,09012W,386,,,,Z,,,8,CA
ON,ALFRED,CTAE,,71366,4533N,07453W,57,X,,,,,,8,CA
ON,ALEXANDRIA71393,CTAL,,,4519N,07437W,77,Z,,,,,,8,CA
ON,MOOSECREEK,CTCK,,71304,4515N,07458W,85,X,,,,,,8,CA
ON,CORNWALL,CTCW,,71369,4502N,07441W,58,X,,,,,,8,CA
ON,ALGONQUINPARK,CTNK,,71581,4532N,07816W,410,X,,,,,,8,CA
ON,WINCHESTER,CTWN,,71367,4503N,07520W,75,X,,,,,,8,CA
PE,CHARLOTTETOWNAR,CYYG,YYG,71706,4616N,06307W,54,X,,T,,,,6,CA
PE,CONFEDERATIONBR,CXBP,,,4614N,06344W,54,X,,,,,,7,CA
PE,EASTPOINT(MARS,CWEP,WEP,71412,4627N,06158W,11,X,,,,,,7,CA
PE,MAPLEPLAINSPEI,CXMP,,,4618N,06335W,46,X,,,,,,8,CA
PE,NORTHPOINT(AUT,CWNE,WNE,,4704N,06400W,15,X,,,,,,7,CA
PE,STPETERS,CZSP,,71310,4627N,06235W,30,X,,,,,,8,CA
PE,SUMMERSIDE(AUTO,CWSD,,,4625N,06351W,24,X,,,,,,7,CA
PE,SUMMERSIDE(CANM,CYSU,YSU,71702,4625N,06349W,24,Z,,,,,,8,CA
PE,HARRINGTONCDA,CAHR,,71350,4621N,06310W,53,X,,,,,,8,CA
QC,AMQUI,CWZS,WZS,71386,4828N,06726W,166,X,,,,,,7,CA
QC,AKULIVIKAIRPORT,CYKO,YKO,,6049N,07809W,9,X,,,,,,7,CA
QC,AUPALUK,CYLA,YLA,,5917N,06935W,35,X,,,,,,7,CA
QC,BAGOTVILLE(CANM,CYBG,YBG,71727,4820N,07059W,159,X,,T,,,,6,CA
QC,BAIECOMEAUAIRP,CYBC,YBC,71187,4907N,06812W,22,X,,T,,,,6,CA
QC,BARRAGEANGLIERS,CWRC,WRC,71820,4733N,07914W,266,X,,,,,,7,CA
QC,BEAUCEVILLE,CWHV,WHV,71323,4612N,07046W,229,X,,,,,,7,CA
QC,BEAUPORT,CXBO,XBO,71578,4650N,07112W,100,X,,,,,,7,CA
QC,BLANCSABLONARP,CYBX,YBX,71808,5127N,05710W,35,X,,T,,,,6,CA
QC,BONNARD(AUTO),CWKD,WKD,71383,5044N,07101W,497,X,,,,,,7,CA
QC,BORDER(MAPS),CWTB,WTB,71901,5519N,06313W,479,X,,,,,,7,CA
QC,CAPCHAT(MAPS),CWSG,WSG,71428,4907N,06639W,5,X,,,,,,7,CA
QC,CAPD'ESPOIR(MA,CWRZ,WRZ,71429,4825N,06419W,16,X,,,,,,7,CA
QC,CAPMADELEINE(MA,CWSF,WSF,71425,4915N,06519W,29,X,,,,,,7,CA
QC,CAPTOURMENTE,CWTN,WTN,71384,4704N,07047W,6,X,,,,,,7,CA
QC,CHAMOUCHOUANEAU,CWEE,WEE,71523,4916N,07320W,305,X,,,,,,7,CA
QC,CHAPAIS,CWUK,,71824,4949N,07459W,381,X,,,,,,8,CA
QC,CHARLEVOIX(MRX),CWIS,WIS,71319,4717N,07038W,719,X,,,,,,7,CA
QC,CHARLEVOIXAIRPO,CYML,YML,,4736N,07013W,298,Z,,,,,,8,CA
QC,CHATHAMBROWNBRG,CMBB,,,4537N,07425W,75,X,,,,,,7,CA
QC,CHEVERY(MARS),CWDM,WDM,71814,5028N,05937W,6,X,,,,,,7,CA
QC,CHIBOUGAMAUCHAP,CYMT,YMT,71822,4946N,07431W,387,X,,T,,,,6,CA
QC,CHUTEDESPASSES,CWDT,WDT,71522,4953N,07115W,399,X,,,,,,7,CA
QC,DESCHAMBAULTS,CWHQ,WHQ,71389,4641N,07158W,55,X,,,,,,7,CA
QC,EASTMAINRIVERA,CZEM,ZEM,,5213N,07831W,7,X,,,,,,7,CA
QC,FRELIGHSBURG,CWFQ,WFQ,71373,4502N,07249W,152,X,,,,,,7,CA
QC,GASPEAIRPORT,CYGP,YGP,71188,4846N,06428W,33,X,,T,,,,6,CA
QC,GATINEAUAIRPORT,CYND,YND,,4531N,07534W,64,X,,T,,,,6,CA
QC,HARRINGTON,CMHN,,,4548N,07439W,168,X,,,,,,7,CA
QC,HAVRESTPIERRE,CYGV,YGV,71313,5016N,06337W,33,X,,T,,,,6,CA
QC,HEATHPOINT(MAP,CWHP,,71423,4904N,06142W,4,X,,,,,,7,CA
QC,HIGHFALLSCS(A,CXHF,XHF,71391,4550N,07539W,190,X,,,,,,7,CA
QC,ICEAUXGRUES,CWIG,WIG,,4704N,07032W,18,X,,,,,,7,CA
QC,ICEAUXPERROQUE,CWQR,WQR,71375,5013N,06413W,9,X,,,,,,7,CA
QC,ILEBICQUETTE,CWQO,WQO,71385,4825N,06854W,1,X,,,,,,7,CA
QC,ILECHARRON,CWVZ,WVZ,,4535N,07330W,12,X,,,,,,7,CA
QC,ILED'ORLEANS(AU,CWER,WER,71424,4700N,07049W,5,X,,,,,,7,CA
QC,ILEROUGE(MAPS),CWAF,WAF,71426,4804N,06932W,5,X,,,,,,7,CA
QC,ILESDELAMADEL,CYGR,YGR,71709,4725N,06146W,10,X,,T,,,,6,CA
QC,ILES-DE-LA-MADEL,CWGR,WGR,71710,4725N,06148W,60,X,,,,,,7,CA
QC,INUKJUAK,,,71907,5827N,07805W,3,Z,,,,,,8,CA
